Device,C1_2,,Device,C1(SV1)_2,,Device,C1(SV2)_2,,Device,C3_4,,Device,C3(SV2)_4,,Device,C3(SV1)_4,,Device,C5_6,,Device,C5(SV1)_6,,Device,C5(SV2)_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0138848,0.048933514,0.09854646,2.0139566,0.019368216,0.039006746,2.0139492,0.012543392,0.025261754,2.0137242,0.04887885,0.098428523,2.01387,0.012381742,0.024935219,2.0138558,0.019136466,0.038538083,2.0137088,0.049107812,0.098888833,2.0138144,0.019078552,0.038420663,2.0138336,0.012696472,0.025568582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0541082,0.048902222,0.100450455,2.0541776,0.019339744,0.039727269,2.0541694,0.01253747,0.025754087,2.0539438,0.048841454,0.100317602,2.0540882,0.01239275,0.025455802,2.054075,0.019137452,0.039309762,2.053926,0.049022812,0.100689228,2.0540346,0.019083148,0.039197446,2.0540508,0.012688872,0.026063588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0944132,0.048927706,0.102474833,2.0944852,0.01931658,0.040458291,2.0944706,0.012516,0.026214394,2.0942454,0.048865252,0.102335829,2.094395,0.012390876,0.025951389,2.094381,0.019130676,0.040066924,2.0942246,0.048947692,0.102507461,2.0943388,0.01908901,0.039978854,2.0943534,0.012680134,0.026556682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1347238,0.048909826,0.10440897,2.1347948,0.019303562,0.041209144,2.134784,0.012508448,0.026702835,2.1345556,0.048832258,0.10423517,2.134705,0.012374666,0.026416261,2.1346916,0.019114158,0.040802833,2.1345342,0.048886536,0.104349983,2.1346516,0.019075268,0.040719051,2.134661,0.012671682,0.027049745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.1750214,0.048916522,0.106394482,2.1750906,0.019286936,0.041950833,2.1750782,0.012514766,0.027220595,2.1748524,0.048762934,0.106052184,2.1750008,0.012368738,0.026902015,2.1749862,0.01911133,0.041566879,2.1748274,0.048847506,0.106234894,2.1749458,0.019075948,0.041489153,2.1749582,0.012659998,0.027534966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2153218,0.048931632,0.108399311,2.2153906,0.019283634,0.042720781,2.2153736,0.012501742,0.027696029,2.2151488,0.048768054,0.108028496,2.2153,0.01236139,0.027384187,2.2152836,0.01910701,0.042327446,2.215119,0.048878776,0.108272305,2.2152412,0.019077226,0.042260657,2.2152532,0.012648296,0.028019178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2556156,0.048937628,0.110384477,2.2556868,0.01929644,0.043526725,2.2556686,0.012490708,0.028174898,2.2554414,0.048815374,0.110100215,2.255597,0.012351186,0.027859298,2.2555756,0.019109604,0.043103157,2.25541,0.04889551,0.110279422,2.2555358,0.019065828,0.043003658,2.2555472,0.012641146,0.028512701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.2959166,0.048917134,0.11230966,2.2959868,0.019321414,0.044361712,2.295969,0.01248701,0.028669788,2.2957398,0.04883553,0.11211367,2.2958952,0.012353874,0.0283632,2.2958746,0.01910908,0.043872051,2.2957088,0.048867818,0.11218628,2.2958362,0.019041128,0.043715311,2.2958468,0.012637536,0.029013847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3361232,0.048919958,0.114283049,2.336192,0.019311604,0.045115615,2.336174,0.01247626,0.029146714,2.335946,0.048845264,0.114099899,2.336099,0.012358896,0.028871605,2.3360778,0.019112516,0.044648324,2.335916,0.048840518,0.114087347,2.3360408,0.019041832,0.044482496,2.3360552,0.012635536,0.02951731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.3764114,0.048895116,0.116194911,2.3764788,0.01929148,0.045845793,2.3764618,0.012472246,0.029639816,2.3762338,0.048860288,0.116103468,2.3763882,0.012356324,0.029363423,2.376367,0.019123022,0.045443318,2.376204,0.048842064,0.116058708,2.3763272,0.01904218,0.04525045,2.3763416,0.012623954,0.029998827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.416622,0.048858632,0.118072845,2.4166866,0.019272958,0.046576699,2.4166698,0.012473756,0.030144949,2.4164358,0.048821188,0.117973266,2.4165962,0.01234035,0.029821643,2.4165758,0.019113174,0.046188434,2.4164104,0.048867886,0.118084868,2.4165372,0.019036294,0.046001913,2.41655,0.012621832,0.030501288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4569212,0.04884529,0.120009029,2.456981,0.019274624,0.047357385,2.4569646,0.012482188,0.030668294,2.4567328,0.04874167,0.119745259,2.456892,0.012329592,0.030292476,2.4568742,0.01909648,0.046917649,2.4567072,0.048901668,0.12013708,2.4568334,0.01903633,0.046769091,2.4568462,0.012611216,0.030983818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.4971328,0.04886079,0.122011881,2.4971936,0.019266372,0.048111861,2.4971802,0.012480974,0.031167241,2.496945,0.04871288,0.121633382,2.4971024,0.01232663,0.030780857,2.497086,0.019091874,0.047674051,2.4969232,0.048915058,0.122137143,2.497043,0.0190291,0.047516481,2.4970586,0.01260495,0.031475299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5374236,0.048878288,0.124024921,2.5374868,0.019273664,0.048906668,2.5374714,0.012469732,0.031641588,2.5372392,0.048715094,0.123601846,2.5373944,0.012326576,0.031277385,2.537378,0.019090386,0.048439525,2.5372182,0.048932514,0.124152465,2.5373294,0.019023196,0.048268114,2.537348,0.012585036,0.031932616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5775642,0.04889371,0.126026677,2.5776268,0.01927319,0.049679091,2.5776096,0.01245568,0.03210588,2.5773776,0.048717344,0.125562991,2.5775326,0.012322684,0.03176212,2.577519,0.019082196,0.049184723,2.5773588,0.04888558,0.12599568,2.577468,0.019021218,0.049026581,2.577485,0.012574528,0.032410657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6178394,0.04889838,0.128008106,2.6179106,0.019269798,0.050446608,2.6178922,0.012455516,0.032607198,2.6176632,0.048723044,0.127540519,2.6178158,0.012334076,0.032288339,2.6178034,0.019092036,0.049979197,2.6176428,0.048785796,0.127703788,2.6177466,0.018990058,0.04971116,2.6177682,0.012559288,0.032877305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.65813,0.048867624,0.129896497,2.6582036,0.019253016,0.051178436,2.6581868,0.012450562,0.03309592,2.6579594,0.048790054,0.129681983,2.6581082,0.012333354,0.032783389,2.658098,0.019098946,0.05076687,2.6579402,0.048721318,0.12949835,2.6580402,0.018968058,0.050417861,2.658065,0.012544844,0.033345011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.698423,0.04885359,0.131827651,2.698496,0.01923652,0.051909672,2.6984738,0.012443174,0.033577579,2.698256,0.048749968,0.131539894,2.6984008,0.01232896,0.033268476,2.69839,0.019086088,0.051501709,2.698233,0.048708154,0.131425948,2.6983348,0.018952528,0.051140266,2.6983588,0.01253236,0.033816804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7387234,0.048818366,0.133700001,2.7387948,0.019235864,0.052683084,2.7387756,0.012435614,0.034058356,2.738553,0.04870955,0.133393684,2.7387,0.012325262,0.033755195,2.7386904,0.01907111,0.052229866,2.7385282,0.048707772,0.133387607,2.7386404,0.018958828,0.051921412,2.7386602,0.012522314,0.034294363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7790938,0.048753636,0.135490928,2.7791674,0.019223338,0.053424874,2.7791512,0.01243629,0.03456233,2.7789254,0.04872378,0.13539975,2.7790726,0.01232866,0.034262241,2.779061,0.019066354,0.052986561,2.7789006,0.048698568,0.13532848,2.7790128,0.018960606,0.052691767,2.779035,0.01252125,0.034796992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8194092,0.048759984,0.137474347,2.819479,0.019216612,0.054180834,2.8194652,0.012432166,0.035052059,2.819236,0.048669374,0.137210451,2.8193852,0.012328516,0.034758836,2.8193716,0.019058492,0.053732971,2.8192158,0.048722904,0.137360381,2.819328,0.018985976,0.053527694,2.8193488,0.012510456,0.035271339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8596302,0.048738284,0.139373469,2.859699,0.01920793,0.054928898,2.8596842,0.01242336,0.035526886,2.859454,0.04861808,0.139021163,2.859607,0.012337732,0.035281065,2.8595904,0.01905059,0.054476884,2.859436,0.048731384,0.139344274,2.8595478,0.018996228,0.054320622,2.8595668,0.01250369,0.035755137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8999296,0.048706658,0.141245879,2.899996,0.019193058,0.055659791,2.8999896,0.012419486,0.03601638,2.8997532,0.048640186,0.141044535,2.8999082,0.01233393,0.035767265,2.8998896,0.01905416,0.05525496,2.8997318,0.048731682,0.141308808,2.8998478,0.019000588,0.055098813,2.899868,0.012488698,0.036215576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9401456,0.048600516,0.142892593,2.9402128,0.019169296,0.056361809,2.9402072,0.0124179,0.036511199,2.9399708,0.048654602,0.143043109,2.940127,0.012325068,0.036237265,2.940106,0.019039362,0.055977742,2.93995,0.048734832,0.143277969,2.9400624,0.018994256,0.055844298,2.9400854,0.012481116,0.036695547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9804434,0.0485457,0.144687711,2.9805104,0.019155176,0.057092201,2.9805014,0.01241031,0.036988946,2.9802658,0.048625396,0.144916605,2.9804216,0.012318422,0.036714091,2.9803994,0.019033592,0.056727706,2.9802494,0.048785574,0.145393178,2.9803582,0.018983928,0.056578905,2.9803834,0.012467868,0.037159027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.020587,0.048485862,0.146455764,3.0206546,0.01915042,0.057846804,3.020647,0.012406698,0.037476255,3.0204148,0.048608318,0.146817283,3.0205678,0.012307026,0.037174206,3.0205456,0.019016142,0.057439124,3.0203958,0.048796514,0.147384786,3.0205036,0.018983562,0.057339917,3.0205326,0.012462112,0.037642216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0608774,0.048441848,0.148274558,3.0609472,0.019140086,0.058586793,3.0609402,0.012400616,0.037957544,3.0607086,0.048559832,0.148627495,3.0608612,0.012307622,0.037671923,3.0608386,0.019018192,0.058211616,3.0606882,0.048786202,0.149319353,3.0607936,0.018998576,0.05815072,3.060828,0.012453834,0.038119044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1010168,0.048393248,0.150068275,3.10109,0.019137678,0.059347662,3.1010776,0.012396002,0.038440964,3.1008556,0.048477956,0.150323141,3.1010044,0.012299464,0.038140692,3.1009794,0.019020858,0.058983289,3.1008318,0.048772002,0.151233775,3.1009344,0.018997932,0.058911341,3.1009688,0.01244481,0.038590968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.14131,0.048382512,0.151984469,3.1413778,0.019125996,0.060081979,3.1413654,0.012401062,0.038956267,3.1411452,0.048386822,0.151990034,3.1412956,0.012304124,0.038650891,3.1412698,0.019036926,0.059800121,3.1411268,0.048705424,0.152989913,3.1412248,0.018996882,0.059673477,3.1412596,0.012441214,0.039081083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.1814704,0.048346206,0.153812023,3.1815366,0.019127112,0.060853607,3.1815262,0.01239737,0.039442557,3.1813044,0.048307078,0.15367952,3.1814586,0.012306446,0.039152448,3.181434,0.01902804,0.060536453,3.181287,0.048648862,0.154765992,3.1813848,0.018996524,0.060435253,3.1814196,0.012433038,0.039554711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.221836,0.048253352,0.155464387,3.2218984,0.019113232,0.061580892,3.2218844,0.012374344,0.039868706,3.2216634,0.048278304,0.155536445,3.22182,0.012308172,0.039654715,3.2217932,0.019027796,0.061303624,3.2216442,0.04862193,0.156642559,3.221744,0.01897632,0.061136845,3.2217806,0.0124215,0.040019348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.2621222,0.048178156,0.157163032,3.262185,0.01910745,0.062332037,3.2621718,0.012361222,0.04032443,3.2619534,0.04826256,0.157430222,3.2621056,0.012293178,0.040101645,3.262078,0.019019958,0.062044587,3.2619296,0.048612062,0.158569124,3.2620318,0.01894796,0.061808848,3.2620658,0.012406262,0.040470043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3024794,0.048098284,0.158843592,3.3025414,0.01910629,0.063099314,3.302528,0.012363566,0.040831023,3.302308,0.048208478,0.159199243,3.3024606,0.01227578,0.04054028,3.302436,0.018999472,0.06274454,3.3022886,0.048576266,0.160412849,3.3023888,0.018958252,0.062607519,3.3024234,0.012407654,0.040975327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3427846,0.048024058,0.160534082,3.3428484,0.019112558,0.063890384,3.3428318,0.012363336,0.041328553,3.3426116,0.048137054,0.160903475,3.3427658,0.012265054,0.040999203,3.3427428,0.018995466,0.063496957,3.3425894,0.048537142,0.162239736,3.342696,0.018962556,0.06338606,3.342729,0.012406738,0.041472363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.3831436,0.04798491,0.162339841,3.3832068,0.019103896,0.064632431,3.383184,0.012360778,0.041818786,3.382965,0.048041654,0.162523234,3.3831196,0.012262816,0.041486573,3.383097,0.018987046,0.064235018,3.3829436,0.048473594,0.163983435,3.3830528,0.018960814,0.064145435,3.3830866,0.012397516,0.04194187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4234354,0.047917886,0.164043787,3.4235098,0.019091254,0.065359095,3.423484,0.012353278,0.04229125,3.4232634,0.047900094,0.163974639,3.423415,0.012257406,0.041962188,3.4233946,0.018976344,0.064963514,3.423248,0.04835704,0.16553814,3.423352,0.018957618,0.064898599,3.4233836,0.012394144,0.042429909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.4636606,0.047817662,0.165624152,3.4637362,0.019085894,0.066108502,3.4637054,0.01232371,0.042685701,3.4634888,0.047762192,0.165423817,3.463637,0.012246716,0.042418179,3.463618,0.018941792,0.065607132,3.4634782,0.04823541,0.167062291,3.4635762,0.018930802,0.065568275,3.4636098,0.012399758,0.042947923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5039746,0.04768917,0.16710164,3.5040446,0.019071912,0.06682883,3.5040194,0.01228736,0.043055148,3.503801,0.04766098,0.166994589,3.5039484,0.012233782,0.042866541,3.5039292,0.018925786,0.066314614,3.503787,0.048160242,0.16874323,3.503888,0.01888563,0.066173132,3.5039228,0.012384162,0.043393148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.544124,0.047580882,0.168632546,3.5441916,0.019047962,0.067509627,3.5441664,0.012257978,0.043444314,3.5439506,0.047551514,0.168520217,3.5440952,0.012206776,0.043261976,3.544072,0.018900094,0.066983294,3.5439332,0.048076578,0.170380181,3.544032,0.018843478,0.066781889,3.544068,0.01237104,0.043843807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5844168,0.047409012,0.169933659,3.5844862,0.01902336,0.068188971,3.5844622,0.01222423,0.04381729,3.584246,0.047439466,0.170034716,3.5843892,0.012163702,0.043599442,3.5843636,0.018874456,0.067652913,3.5842272,0.047991316,0.17201178,3.5843256,0.01881917,0.067454033,3.5843612,0.01235736,0.044293242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6245666,0.047275034,0.171351509,3.6246326,0.019007002,0.068893399,3.6246082,0.012195562,0.044204134,3.6243908,0.047365002,0.171669277,3.624537,0.012119502,0.043927583,3.62451,0.018840112,0.068286174,3.6243732,0.047887896,0.173563607,3.624471,0.018804816,0.06815751,3.6245082,0.01234851,0.044757276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.664861,0.047150794,0.172801106,3.6649234,0.018992036,0.069604357,3.6649014,0.012167036,0.044590987,3.6646796,0.04724292,0.173130165,3.664831,0.012081122,0.04427527,3.6648018,0.018816396,0.068958362,3.6646644,0.047778224,0.175091157,3.6647628,0.018791056,0.068864763,3.664801,0.012324332,0.045166224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7050142,0.046996846,0.174123982,3.7050854,0.018957354,0.070238616,3.7050538,0.012127712,0.044933825,3.7048266,0.047112618,0.17454408,3.7049852,0.01206381,0.044696238,3.704953,0.018778026,0.069571704,3.7048184,0.047642358,0.176506285,3.7049166,0.01877268,0.069551214,3.7049544,0.012301498,0.045576489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7453734,0.04685662,0.175495538,3.7454476,0.018924494,0.070880701,3.7454108,0.012065562,0.045190486,3.745183,0.04696625,0.175897201,3.7453424,0.012025204,0.045038506,3.7453118,0.018721786,0.070118926,3.7451792,0.04747117,0.177788038,3.745275,0.01873975,0.070185517,3.7453134,0.012266638,0.045942404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.785663,0.046673354,0.176689589,3.785737,0.018884064,0.0714901,3.7856966,0.01200377,0.045442631,3.7854774,0.046817312,0.177225877,3.7856312,0.011979314,0.045349265,3.785601,0.018666492,0.070663891,3.785468,0.047256368,0.178887469,3.7855638,0.01868561,0.070735569,3.7856042,0.012233446,0.046310985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8260194,0.046504284,0.177926293,3.82609,0.018811284,0.071973666,3.826053,0.01193529,0.045665052,3.8258358,0.046640328,0.178438237,3.825988,0.01192607,0.045629001,3.825955,0.01857936,0.071083795,3.8258256,0.047095128,0.180177746,3.8259188,0.01862201,0.071246298,3.8259592,0.0121921,0.046646477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8663182,0.046297808,0.179002058,3.8663894,0.018732778,0.072428214,3.8663518,0.011859088,0.045851406,3.8661302,0.046462696,0.179630832,3.8662852,0.01185722,0.045843394,3.8662502,0.01849639,0.071511672,3.8661222,0.046904828,0.181339797,3.866217,0.018562016,0.071764782,3.8662542,0.012157726,0.047004859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9066688,0.046081386,0.180024713,3.9067308,0.018673434,0.07295208,3.9066968,0.011779804,0.046020123,3.9064798,0.046332142,0.180995577,3.9066302,0.011781588,0.046026307,3.9065952,0.018423004,0.071971219,3.9064664,0.046724966,0.18252951,3.906562,0.018509484,0.072308447,3.906599,0.012115612,0.047330838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9469562,0.045793812,0.18074617,3.9470128,0.01860764,0.073444593,3.946986,0.011693178,0.04615281,3.94677,0.046134386,0.182081811,3.9469184,0.011703734,0.046193683,3.9468814,0.018344934,0.072405279,3.9467534,0.046556032,0.183745178,3.9468506,0.01842766,0.072731221,3.9468868,0.012058944,0.047595287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9870942,0.045572894,0.181703421,3.9871502,0.01852376,0.073857013,3.9871296,0.011598522,0.04624481,3.9869048,0.045906458,0.183024678,3.9870556,0.01161585,0.04631304,3.9870202,0.018247174,0.072751851,3.9868998,0.046375308,0.184893706,3.9869874,0.018342784,0.073132449,3.9870224,0.011992604,0.047814781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.027395,0.045263442,0.18229376,4.0274486,0.01844959,0.074304775,4.0274276,0.011493634,0.046289779,4.027202,0.04562461,0.183739521,4.0273542,0.011519556,0.046393332,4.0273214,0.018130596,0.073017737,4.027197,0.046179266,0.185973001,4.0272866,0.018243318,0.07347107,4.0273196,0.011912726,0.047976355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0675432,0.044946172,0.182820496,4.067592,0.01835453,0.074658739,4.0675708,0.011373498,0.046262508,4.0673536,0.045364556,0.18451369,4.0674978,0.011424234,0.046468047,4.067468,0.01801107,0.073259451,4.0673386,0.045915268,0.186752942,4.0674294,0.018109464,0.073658966,4.0674644,0.011820354,0.048078869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
