Device,C1_2,,Device,C1(SV1)_2,,Device,C1(SV2)_2,,Device,C3_4,,Device,C3(SV2)_4,,Device,C3(SV1)_4,,Device,C5_6,,Device,C5(SV1)_6,,Device,C5(SV2)_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.107834,0.044618234,0.183284299,4.107891,0.018238732,0.074922723,4.1078658,0.011239052,0.046168517,4.1076432,0.045057636,0.185080692,4.1077914,0.011307044,0.046446978,4.1077584,0.01785558,0.073346409,4.107635,0.045591706,0.187274087,4.1077214,0.017982718,0.073867996,4.1077582,0.01170476,0.048080324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.1479844,0.044277326,0.183661658,4.148046,0.018099502,0.075077567,4.1480178,0.011094362,0.046019611,4.1477924,0.044776198,0.185722374,4.1479422,0.011167582,0.046322485,4.1479104,0.017671192,0.073298521,4.1477884,0.045264732,0.18774853,4.147874,0.017865478,0.074103752,4.1479102,0.011595802,0.048098345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.188366,0.043874734,0.183763444,4.18842,0.017943578,0.075155241,4.18839,0.01092063,0.045739857,4.1881682,0.044464656,0.186225458,4.1883166,0.011018356,0.046148363,4.1882892,0.01748005,0.073211505,4.1881592,0.044928784,0.1881689,4.1882534,0.017730512,0.074259877,4.1882864,0.011481024,0.048085817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2285194,0.043458118,0.183763495,4.2285708,0.01778408,0.075201241,4.228542,0.010736154,0.045398278,4.228324,0.044124448,0.186572462,4.2284662,0.01085744,0.045910318,4.2284388,0.017312448,0.073204627,4.2283142,0.044620012,0.18866743,4.2284092,0.017571978,0.074301513,4.2284384,0.011347896,0.047983879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.268888,0.043030216,0.183691173,4.268938,0.017612636,0.075187251,4.2689102,0.010537908,0.044985383,4.2686868,0.043735542,0.186693331,4.2688334,0.01067122,0.04555366,4.2688044,0.01711358,0.073054526,4.268691,0.044266172,0.18895861,4.268779,0.017400626,0.074279427,4.2688044,0.01119615,0.047794174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3091878,0.042517628,0.183216444,4.3092356,0.017419908,0.075066488,4.3092078,0.010300183,0.044385628,4.3089872,0.043296442,0.186563814,4.309134,0.01046777,0.045107024,4.3091074,0.016891564,0.072787563,4.3089934,0.04385561,0.188973534,4.309077,0.017192796,0.074085082,4.3091036,0.011025544,0.047510211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3495526,0.041972192,0.182560257,4.349597,0.017193618,0.074785309,4.3495638,0.0100355,0.043650047,4.349352,0.042855436,0.186393376,4.3494938,0.010250672,0.044585234,4.3494688,0.016641746,0.072382755,4.349353,0.043455514,0.18900337,4.3494366,0.016950476,0.073725021,4.3494632,0.010832252,0.047114481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.3898502,0.041353458,0.181535486,4.389889,0.016943306,0.074379233,4.389858,0.009728709,0.04270765,4.3896528,0.042314402,0.185745533,4.3897914,0.010011169,0.043946943,4.3897616,0.016360646,0.071819336,4.3896522,0.042985872,0.188693028,4.3897274,0.016662722,0.073144807,4.3897576,0.01061225,0.046585205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.4301468,0.040690936,0.18026682,4.430183,0.01664299,0.073731491,4.430152,0.009373145,0.041524459,4.4299464,0.041744982,0.184928033,4.4300834,0.009720424,0.043062289,4.4300552,0.016013364,0.070940086,4.429942,0.04241831,0.187910653,4.430016,0.016360076,0.072475398,4.4300504,0.010375852,0.045965549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.470435,0.039975794,0.178709189,4.4704696,0.016299156,0.072864881,4.470439,0.008964115,0.040073531,4.4702372,0.041110122,0.183771997,4.4703738,0.009390969,0.04198114,4.4703464,0.015618582,0.069820472,4.4702248,0.04182734,0.186977613,4.4703072,0.016042064,0.071712954,4.4703438,0.010104485,0.045170523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5105812,0.039232002,0.176959131,4.5106072,0.015909508,0.071761541,4.510582,0.00850032,0.038341389,4.5103854,0.040414296,0.182284051,4.510514,0.009019464,0.04068242,4.51049,0.01517302,0.068437755,4.5103672,0.04124353,0.186023465,4.5104508,0.01567297,0.07069216,4.5104852,0.009810277,0.044249107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5508862,0.038432978,0.174904109,4.5509126,0.015491406,0.070500035,4.5508882,0.007973003,0.036284247,4.5506888,0.039672312,0.180536346,4.5508152,0.008605817,0.039163483,4.5507942,0.014672162,0.06676999,4.5506706,0.0405645,0.184595678,4.55075,0.015244782,0.069375192,4.5507856,0.009464079,0.043068993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.5910256,0.037510396,0.172211188,4.5910592,0.015001584,0.06887316,4.5910372,0.007371199,0.03384145,4.5908342,0.038889936,0.178537248,4.5909604,0.008112106,0.037242356,4.5909378,0.014088684,0.064680272,4.5908138,0.039819414,0.182803515,4.5908978,0.014767084,0.067794173,4.5909302,0.009065148,0.041617464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6313844,0.036478272,0.1689449,4.6314206,0.014421372,0.066791439,4.6313952,0.006648779,0.030793123,4.631193,0.038057506,0.176251655,4.6313234,0.007555842,0.034993549,4.6312984,0.013424572,0.062173199,4.631171,0.039003832,0.180633416,4.6312584,0.014227168,0.065889691,4.63129,0.008603329,0.03984451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.671536,0.035327726,0.165034744,4.6715712,0.013742976,0.064201291,4.6715426,0.005811128,0.027146932,4.6713408,0.03713042,0.173448846,4.6714724,0.006900981,0.032237742,4.6714462,0.012658128,0.059131764,4.671316,0.038130374,0.178119026,4.6714016,0.013574796,0.063413324,4.6714298,0.008076286,0.037727805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7119126,0.034067916,0.160525043,4.7119452,0.012962846,0.06108022,4.7119192,0.00484097,0.022810259,4.7117186,0.036084546,0.170020227,4.7118476,0.00614306,0.028945163,4.7118214,0.011769145,0.055454109,4.7116912,0.037153656,0.175056554,4.711778,0.012829744,0.060450906,4.7118048,0.007466862,0.035182394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.752063,0.032693006,0.155359224,4.7520898,0.012053502,0.057279324,4.7520726,0.003715509,0.017656369,4.751871,0.034833862,0.165526019,4.7520002,0.005270433,0.0250451,4.7519704,0.010727957,0.050978932,4.7518454,0.036085852,0.17147439,4.7519304,0.01199651,0.057006581,4.7519598,0.006766221,0.032152809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7924328,0.031230472,0.149669938,4.7924604,0.01102061,0.052815836,4.7924412,0.002407682,0.011538674,4.7922344,0.033502436,0.160551526,4.7923668,0.004252848,0.020381208,4.7923398,0.009559798,0.045813799,4.7922122,0.034945386,0.167465705,4.7922982,0.011052485,0.052966806,4.7923282,0.005964783,0.028585196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8326076,0.029636868,0.143223354,4.832633,0.009850567,0.047604177,4.8326186,0.000925505,0.004472613,4.8324088,0.032065236,0.154952329,4.8325382,0.003086466,0.014915463,4.8325128,0.00825384,0.039886786,4.8323874,0.033683478,0.162771615,4.8324688,0.00994622,0.048064799,4.832499,0.005042866,0.024369643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8729136,0.02785958,0.135757326,4.872937,0.008499881,0.041419383,4.8729298,-0.000770369,-0.003753954,4.8727184,0.030529988,0.148764034,4.872845,0.001746586,0.008510843,4.872818,0.006758708,0.032933954,4.872699,0.032242898,0.157109937,4.8727764,0.008721643,0.042498614,4.8728094,0.003977194,0.019380109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9132182,0.025919854,0.127349898,4.913245,0.006930053,0.034049048,4.9132366,-0.002722531,-0.013376441,4.9130196,0.028851946,0.141750176,4.9131526,0.000202406,0.00099445,4.9131222,0.005035043,0.024737782,4.9130046,0.030654578,0.150606083,4.9130812,0.00731214,0.035925136,4.913111,0.002753731,0.013529388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9535266,0.023781928,0.117804413,4.9535546,0.005145842,0.025490208,4.9535492,-0.004937142,-0.024456376,4.9533268,0.027002578,0.133752593,4.9534622,-0.001582625,-0.007839475,4.9534348,0.003090608,0.015309127,4.9533112,0.028909904,0.143199751,4.95339,0.005678493,0.028127788,4.953417,0.001333323,0.006604505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9938338,0.021385308,0.106794674,4.993863,0.0031322,0.015641779,4.9938618,-0.007450708,-0.037207804,4.9936344,0.024925432,0.124468495,4.9937722,-0.003606233,-0.018008706,4.9937448,0.000870919,0.004349149,4.9936136,0.026991636,0.134785801,4.9936988,0.003811505,0.019033509,4.993725,-0.000281653,-0.001406496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.034122,0.018776824,0.094524823,5.0341526,0.00085617,0.00431009,5.0341512,-0.010282937,-0.051765861,5.0339244,0.022620184,0.113868296,5.034061,-0.005914058,-0.029771731,5.0340348,-0.001622611,-0.008168281,5.033903,0.024858514,0.125135348,5.0339878,0.001728049,0.008698977,5.0340108,-0.002137208,-0.010758728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0744976,0.01587093,0.080536998,5.0745378,-0.001719181,-0.008724051,5.0745286,-0.013489486,-0.068452783,5.0742996,0.02003207,0.101648725,5.074438,-0.008526942,-0.04326944,5.074412,-0.004437013,-0.022515234,5.0742738,0.022583634,0.114595542,5.074363,-0.000647603,-0.003286172,5.0743866,-0.004252969,-0.021581208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1146508,0.012657064,0.06473646,5.114692,-0.004573702,-0.023393076,5.1146886,-0.017067561,-0.087295259,5.114452,0.017159904,0.087763505,5.1145914,-0.011483319,-0.058732483,5.1145678,-0.007584709,-0.03879251,5.1144232,0.020069978,0.102646361,5.1145174,-0.003319447,-0.016977368,5.114539,-0.006650981,-0.0340167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1550198,0.00903525,0.046576892,5.1550622,-0.007803583,-0.040227954,5.155057,-0.021103994,-0.108792292,5.1548172,0.014011051,0.072224405,5.1549594,-0.014840357,-0.07650144,5.1549356,-0.011114568,-0.057294884,5.1547894,0.017222854,0.088780185,5.1548836,-0.006327726,-0.03261869,5.154902,-0.009394095,-0.048425641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.1951802,0.005100647,0.026498779,5.1952168,-0.011448783,-0.059478909,5.195209,-0.025606394,-0.133030569,5.19497,0.010566367,0.054891957,5.195111,-0.018592672,-0.096590995,5.1950874,-0.015065265,-0.078265366,5.194944,0.014066717,0.073075806,5.1950318,-0.009690202,-0.050340906,5.19505,-0.012493745,-0.064905631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2355644,0.000681324,0.003567117,5.2355984,-0.0155447,-0.081385807,5.2355948,-0.030694938,-0.160706258,5.2353478,0.006779371,0.035492364,5.2354946,-0.022815144,-0.119448563,5.2354714,-0.019518468,-0.102188381,5.2353198,0.010574638,0.055361613,5.2354154,-0.013511044,-0.070735929,5.235432,-0.016049256,-0.084024786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2757262,-0.004150758,-0.021898264,5.2757518,-0.020109698,-0.106093775,5.2757642,-0.036352964,-0.191789666,5.2755096,0.002595455,0.01369235,5.2756542,-0.02755431,-0.145367011,5.275637,-0.024472182,-0.129106349,5.2754802,0.006704941,0.035371786,5.2755764,-0.017763879,-0.0937147,5.2755882,-0.020013804,-0.105584588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3161062,-0.009564727,-0.050847107,5.3161284,-0.025247086,-0.134216751,5.3161432,-0.04268638,-0.226926909,5.3158836,-0.002036233,-0.010824375,5.3160314,-0.032901962,-0.174907863,5.3160166,-0.030019578,-0.159584575,5.3158538,0.00241196,0.012821627,5.3159504,-0.022559844,-0.119927012,5.3159626,-0.024502532,-0.130254544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.3562852,-0.015509984,-0.083075896,5.3563036,-0.030957124,-0.165815755,5.3563256,-0.04968481,-0.26612802,5.35606,-0.007184481,-0.038480512,5.3562076,-0.038832348,-0.207994117,5.3561946,-0.036169222,-0.193729392,5.3560234,-0.002303704,-0.012338693,5.3561288,-0.027881418,-0.149336466,5.3561374,-0.02949312,-0.157969203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.396599,-0.022108271,-0.119309471,5.3966178,-0.037314498,-0.201372084,5.3966476,-0.05746018,-0.310092342,5.3963718,-0.012932111,-0.06978648,5.3965258,-0.045449678,-0.24527036,5.3965118,-0.043002286,-0.232062344,5.3963356,-0.007541493,-0.040696426,5.3964444,-0.033851122,-0.182675698,5.3964462,-0.035117548,-0.189509958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4369166,-0.029435848,-0.160040251,5.4369312,-0.044388088,-0.241334981,5.4369686,-0.066071676,-0.359229628,5.4366844,-0.019299005,-0.104922602,5.4368452,-0.05285453,-0.287361898,5.4368282,-0.050608248,-0.27514835,5.4366502,-0.013386864,-0.072779698,5.4367574,-0.040506314,-0.220223002,5.4367576,-0.041396358,-0.225061964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4772442,-0.037528142,-0.205550798,5.477256,-0.052219414,-0.286019099,5.4772976,-0.075557428,-0.413850519,5.4770016,-0.026323348,-0.144173019,5.4771696,-0.061069872,-0.334490046,5.4771514,-0.059028184,-0.323306301,5.4769704,-0.019855171,-0.108746186,5.47708,-0.04791356,-0.262426401,5.4770774,-0.04841562,-0.265176098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5175774,-0.046416272,-0.256105373,5.517588,-0.060900428,-0.336023471,5.5149352,-0.085209746,-0.469926228,5.5173302,-0.034124774,-0.188277646,5.517502,-0.070158886,-0.387101794,5.5174824,-0.068345396,-0.37709452,5.517296,-0.027075442,-0.149383228,5.5174086,-0.056148822,-0.309795993,5.5174048,-0.056243086,-0.310315873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5578962,-0.056173516,-0.312206571,5.5579078,-0.070482318,-0.391734225,5.5446104,-0.093196206,-0.516736653,5.5576436,-0.042727546,-0.237464473,5.557825,-0.080172082,-0.445582402,5.5578014,-0.07859317,-0.43680523,5.5576104,-0.035064348,-0.194873985,5.557723,-0.065248684,-0.362634112,5.55772,-0.064935804,-0.360895017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.5983102,-0.066920444,-0.374641404,5.5983206,-0.08105193,-0.453754689,5.5662042,-0.099297418,-0.552709705,5.5980538,-0.052246538,-0.292478931,5.591582,-0.089162352,-0.498558603,5.592292,-0.087976258,-0.491988924,5.5980156,-0.043927014,-0.24590411,5.5981358,-0.0753343,-0.421731642,5.5981314,-0.07458788,-0.417552753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6385076,-0.078610662,-0.443246815,5.6307554,-0.090042346,-0.507006426,5.5795392,-0.103277454,-0.576240603,5.6382458,-0.06273146,-0.353695391,5.617166,-0.096313822,-0.541010726,5.6186122,-0.095487822,-0.536509042,5.6382072,-0.053608846,-0.302257782,5.6347382,-0.08526746,-0.480459814,5.6360218,-0.084490494,-0.476190266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6709462,-0.088571518,-0.502284313,5.6552374,-0.09715211,-0.549418246,5.5848646,-0.10500206,-0.586422288,5.678654,-0.074296244,-0.421902663,5.6348006,-0.101478414,-0.571810628,5.6369808,-0.100990232,-0.569279999,5.6786122,-0.064371178,-0.365538957,5.6633878,-0.093417194,-0.529057797,5.6659612,-0.092699298,-0.525230626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6952176,-0.096383964,-0.548927648,5.6715514,-0.102146584,-0.579329601,5.5846526,-0.10500208,-0.586400139,5.713616,-0.085047936,-0.485931248,5.6442518,-0.10442134,-0.589380336,5.6471042,-0.10420694,-0.588467449,5.7188034,-0.076112242,-0.435270948,5.683872,-0.099537372,-0.565757682,5.6877344,-0.098975382,-0.562945685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7115422,-0.101889032,-0.581943506,5.6797946,-0.10485008,-0.595526918,5.584412,-0.1050021,-0.586374987,5.7406298,-0.09370144,-0.537905279,5.6456712,-0.10500148,-0.592803832,5.6492194,-0.10500152,-0.593176624,5.7524602,-0.086583722,-0.498069415,5.6963664,-0.103499872,-0.589573193,5.7014414,-0.103164016,-0.588183592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7196522,-0.1048241,-0.599557394,5.6797908,-0.10500244,-0.596391893,5.5841196,-0.10500208,-0.586344173,5.7594698,-0.100029372,-0.576116147,5.64551,-0.10500146,-0.592786792,5.649057,-0.10500152,-0.593159572,5.7779428,-0.094899496,-0.54832386,5.7006546,-0.1050012,-0.598575574,5.7068972,-0.10500114,-0.599230712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.719688,-0.10500304,-0.600584628,5.6794872,-0.10500246,-0.596360128,5.5838182,-0.10500208,-0.586312525,5.770341,-0.103887726,-0.599467605,5.6452732,-0.10500144,-0.592761815,5.6488468,-0.1050015,-0.593137387,5.7954698,-0.100939802,-0.584993574,5.7005702,-0.1050012,-0.598566712,5.7066266,-0.10500114,-0.599202299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7194328,-0.10500302,-0.600557717,5.6791446,-0.10500246,-0.596324154,5.583529,-0.10500208,-0.586282159,5.7729122,-0.10500132,-0.606163401,5.6449604,-0.10500142,-0.592728858,5.6484986,-0.1050015,-0.593100826,5.804757,-0.10435598,-0.605761105,5.7003938,-0.1050012,-0.598548189,5.7062866,-0.10500114,-0.599166598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.719104,-0.10500302,-0.600523192,5.6787372,-0.10500248,-0.596281489,5.5832368,-0.10500208,-0.586251477,5.7726918,-0.1050013,-0.606140143,5.6445888,-0.10500142,-0.592689839,5.6482132,-0.1050015,-0.593070858,5.8059624,-0.10500124,-0.609633251,5.7000644,-0.1050012,-0.598513602,5.7058626,-0.10500114,-0.599122078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.718609,-0.105003,-0.600471101,5.678396,-0.1050025,-0.596245776,5.582941,-0.1050021,-0.586220529,5.772337,-0.1050013,-0.606102889,5.64422,-0.1050014,-0.592651002,5.647692,-0.1050015,-0.593016132,5.805872,-0.1050012,-0.609623527,5.699886,-0.1050012,-0.59849487,5.705511,-0.1050012,-0.599085502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.718241,-0.105003,-0.60043246,5.678072,-0.1050025,-0.596211755,5.582573,-0.1050021,-0.586181888,5.771975,-0.1050013,-0.606064879,5.64385,-0.1050014,-0.592612151,5.647621,-0.1050015,-0.593008676,5.805208,-0.1050013,-0.609554387,5.699121,-0.1050012,-0.598414544,5.705091,-0.1050011,-0.599040831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
